Cust_name,cust_id,sku_code,product_qty,facility_code,sales_value,product_price,total_qty,sales_date
Noah Thomas,CUST_0441,BGT_SKU_048,5,WH-MUM,8992.95,1798.59,5,14-04-2025
Ivan Smith,CUST_0058,BGT_SKU_068,3,WH-BLR,1052.22,350.74,3,14-04-2025
Mia Thomas,CUST_0073,BGT_SKU_092,1,WH-KOL,3254.5,3254.5,1,14-04-2025
Mia Rodriguez,CUST_0301,BGT_SKU_077,3,WH-KOL,913.53,304.51,3,14-04-2025
Mia Rodriguez,CUST_0301,BGT_SKU_016,1,WH-KOL,2456.07,2456.07,1,14-04-2025
Xavier Martinez,CUST_0078,BGT_SKU_043,3,WH-GGN,9709.14,3236.38,3,14-04-2025
Uma Davis,CUST_0256,BGT_SKU_069,2,WH-BLR,6762.74,3381.37,2,14-04-2025
Kelly Young,CUST_0393,BGT_SKU_069,1,WH-GGN,3381.37,3381.37,1,14-04-2025
Xavier Martinez,CUST_0078,BGT_SKU_073,4,WH-GGN,12766.88,3191.72,4,14-04-2025
Ivan King,CUST_0205,BGT_SKU_049,4,WH-MUM,12240.84,3060.21,4,14-04-2025
Olivia Harris,CUST_0007,BGT_SKU_029,2,WH-KOL,2518.72,1259.36,2,14-04-2025
Wendy Jones,CUST_0212,BGT_SKU_073,5,WH-GGN,15958.6,3191.72,5,14-04-2025
Frank Lopez,CUST_0486,BGT_SKU_075,3,WH-BLR,9763.65,3254.55,3,14-04-2025
Bob King,CUST_0308,BGT_SKU_047,3,WH-KOL,9358.83,3119.61,3,14-04-2025
Rachel King,CUST_0044,BGT_SKU_050,3,WH-KOL,8057.55,2685.85,3,14-04-2025
Judy Davis,CUST_0068,BGT_SKU_093,4,WH-MUM,13587.08,3396.77,4,14-04-2025
Liam Jackson,CUST_0408,BGT_SKU_098,2,WH-BLR,4853.56,2426.78,2,14-04-2025
Uma Thomas,CUST_0476,BGT_SKU_076,1,WH-MUM,1533.75,1533.75,1,14-04-2025
Uma King,CUST_0299,BGT_SKU_021,5,WH-BLR,12715.95,2543.19,5,14-04-2025
Tina King,CUST_0336,BGT_SKU_016,3,WH-GGN,7368.21,2456.07,3,14-04-2025
Zoe Smith,CUST_0310,BGT_SKU_061,5,WH-GGN,14509.85,2901.97,5,14-04-2025
Charlie Wright,CUST_0489,BGT_SKU_042,4,WH-BLR,12590.76,3147.69,4,14-04-2025
David Hernandez,CUST_0103,BGT_SKU_048,3,WH-MUM,5395.77,1798.59,3,14-04-2025
Charlie Thompson,CUST_0419,BGT_SKU_006,3,WH-MUM,3423.15,1141.05,3,14-04-2025
Charlie Thomas,CUST_0333,BGT_SKU_031,3,WH-MUM,1576.77,525.59,3,14-04-2025
Yara Gonzalez,CUST_0286,BGT_SKU_015,1,WH-GGN,430.84,430.84,1,14-04-2025
Heidi Moore,CUST_0187,BGT_SKU_033,4,WH-BLR,3453.92,863.48,4,14-04-2025
Victor Martinez,CUST_0153,BGT_SKU_042,5,WH-MUM,15738.45,3147.69,5,14-04-2025
Liam Thompson,CUST_0399,BGT_SKU_010,1,WH-MUM,2704.17,2704.17,1,14-04-2025
Alice Wilson,CUST_0272,BGT_SKU_048,3,WH-KOL,5395.77,1798.59,3,14-04-2025
Heidi Moore,CUST_0187,BGT_SKU_015,3,WH-BLR,1292.52,430.84,3,14-04-2025
Uma Martin,CUST_0445,BGT_SKU_063,1,WH-BLR,2170.22,2170.22,1,14-04-2025
Ivan Jones,CUST_0079,BGT_SKU_087,5,WH-MUM,10601.4,2120.28,5,14-04-2025
Heidi Miller,CUST_0287,BGT_SKU_045,4,WH-BLR,5046.56,1261.64,4,14-04-2025
Eve Martin,CUST_0317,BGT_SKU_062,3,WH-GGN,1593,531,3,14-04-2025
Heidi Anderson,CUST_0214,BGT_SKU_089,1,WH-BLR,2021.86,2021.86,1,14-04-2025
Ivan Gonzalez,CUST_0320,BGT_SKU_096,1,WH-GGN,1068.85,1068.85,1,14-04-2025
Alice Wilson,CUST_0329,BGT_SKU_073,2,WH-GGN,6383.44,3191.72,2,14-04-2025
Ivan Jones,CUST_0079,BGT_SKU_036,4,WH-MUM,8383.76,2095.94,4,14-04-2025
Frank Jackson,CUST_0049,BGT_SKU_077,2,WH-GGN,609.02,304.51,2,14-04-2025
Uma Davis,CUST_0256,BGT_SKU_056,3,WH-KOL,5373.45,1791.15,3,14-04-2025
Bob Jones,CUST_0452,BGT_SKU_022,5,WH-BLR,15542.45,3108.49,5,14-04-2025
Frank Allen,CUST_0447,BGT_SKU_058,4,WH-GGN,4126.2,1031.55,4,14-04-2025
David Williams,CUST_0069,BGT_SKU_053,2,WH-MUM,3008.64,1504.32,2,14-04-2025
Heidi Miller,CUST_0435,BGT_SKU_056,3,WH-MUM,5373.45,1791.15,3,14-04-2025
Wendy Wilson,CUST_0071,BGT_SKU_004,2,WH-GGN,2585.32,1292.66,2,14-04-2025
Xavier Brown,CUST_0204,BGT_SKU_002,5,WH-GGN,4776.5,955.3,5,14-04-2025
Kelly Moore,CUST_0412,BGT_SKU_060,3,WH-MUM,4401.12,1467.04,3,14-04-2025
Grace Smith,CUST_0459,BGT_SKU_049,4,WH-KOL,12240.84,3060.21,4,14-04-2025
David Harris,CUST_0479,BGT_SKU_032,3,WH-KOL,9891.27,3297.09,3,14-04-2025
Frank Thomas,CUST_0295,BGT_SKU_098,4,WH-MUM,9707.12,2426.78,4,14-04-2025
Kelly Williams,CUST_0076,BGT_SKU_046,4,WH-GGN,2065.04,516.26,4,14-04-2025
Victor Williams,CUST_0279,BGT_SKU_017,4,WH-KOL,9858.32,2464.58,4,14-04-2025
David Jackson,CUST_0284,BGT_SKU_003,3,WH-KOL,5065.08,1688.36,3,14-04-2025
Frank Wilson,CUST_0450,BGT_SKU_026,5,WH-GGN,1280.95,256.19,5,14-04-2025
Charlie Thompson,CUST_0419,BGT_SKU_032,4,WH-BLR,13188.36,3297.09,4,14-04-2025
Yara Garcia,CUST_0443,BGT_SKU_072,1,WH-GGN,2981.48,2981.48,1,14-04-2025
Uma Jackson,CUST_0072,BGT_SKU_022,1,WH-KOL,3108.49,3108.49,1,14-04-2025
David Moore,CUST_0210,BGT_SKU_017,1,WH-BLR,2464.58,2464.58,1,14-04-2025
David Garcia,CUST_0266,BGT_SKU_008,1,WH-MUM,1674.11,1674.11,1,14-04-2025
Ivan Lopez,CUST_0087,BGT_SKU_057,5,WH-GGN,14571.3,2914.26,5,14-04-2025
Frank Jackson,CUST_0162,BGT_SKU_089,2,WH-BLR,4043.72,2021.86,2,14-04-2025
Peter Miller,CUST_0178,BGT_SKU_015,1,WH-MUM,430.84,430.84,1,14-04-2025
Grace Miller,CUST_0357,BGT_SKU_087,4,WH-BLR,8481.12,2120.28,4,14-04-2025
Peter Jackson,CUST_0401,BGT_SKU_080,4,WH-BLR,2000.08,500.02,4,14-04-2025
Bob Allen,CUST_0341,BGT_SKU_035,5,WH-BLR,6971.3,1394.26,5,14-04-2025
Bob Garcia,CUST_0188,BGT_SKU_036,5,WH-KOL,10479.7,2095.94,5,14-04-2025
Tina Martin,CUST_0381,BGT_SKU_019,2,WH-BLR,3320.98,1660.49,2,14-04-2025
Kelly Moore,CUST_0412,BGT_SKU_026,5,WH-GGN,1280.95,256.19,5,14-04-2025
Alice Martinez,CUST_0032,BGT_SKU_011,1,WH-GGN,1919.63,1919.63,1,14-04-2025
David Davis,CUST_0179,BGT_SKU_086,4,WH-BLR,9426.08,2356.52,4,14-04-2025
Tina Hernandez,CUST_0379,BGT_SKU_022,5,WH-MUM,15542.45,3108.49,5,14-04-2025
Zoe Lopez,CUST_0322,BGT_SKU_074,3,WH-KOL,10231.44,3410.48,3,14-04-2025
Charlie Johnson,CUST_0372,BGT_SKU_035,2,WH-KOL,2788.52,1394.26,2,14-04-2025
Olivia Anderson,CUST_0230,BGT_SKU_038,3,WH-MUM,3691.38,1230.46,3,14-04-2025
Frank Jackson,CUST_0049,BGT_SKU_084,2,WH-GGN,1369.64,684.82,2,14-04-2025
Xavier Wilson,CUST_0390,BGT_SKU_015,2,WH-GGN,861.68,430.84,2,14-04-2025
Bob King,CUST_0308,BGT_SKU_084,5,WH-MUM,3424.1,684.82,5,14-04-2025
Heidi Gonzalez,CUST_0117,BGT_SKU_024,3,WH-GGN,6709.47,2236.49,3,14-04-2025
Uma Thomas,CUST_0476,BGT_SKU_027,4,WH-BLR,6041.56,1510.39,4,14-04-2025
Eve Anderson,CUST_0160,BGT_SKU_007,3,WH-BLR,4496.07,1498.69,3,14-04-2025
Quinn Johnson,CUST_0380,BGT_SKU_036,5,WH-BLR,10479.7,2095.94,5,14-04-2025
Quinn Smith,CUST_0132,BGT_SKU_016,5,WH-KOL,12280.35,2456.07,5,14-04-2025
Charlie Thompson,CUST_0419,BGT_SKU_001,5,WH-KOL,9064.7,1812.94,5,14-04-2025
David Johnson,CUST_0484,BGT_SKU_076,5,WH-KOL,7668.75,1533.75,5,14-04-2025
Eve Allen,CUST_0243,BGT_SKU_034,5,WH-MUM,12235.05,2447.01,5,14-04-2025
Liam Miller,CUST_0152,BGT_SKU_066,3,WH-GGN,4980.51,1660.17,3,14-04-2025
Alice Miller,CUST_0116,BGT_SKU_020,1,WH-MUM,2295.66,2295.66,1,14-04-2025
Rachel Smith,CUST_0389,BGT_SKU_004,3,WH-MUM,3877.98,1292.66,3,14-04-2025
Noah Moore,CUST_0407,BGT_SKU_099,1,WH-KOL,1891.95,1891.95,1,14-04-2025
Kelly Smith,CUST_0245,BGT_SKU_048,5,WH-MUM,8992.95,1798.59,5,14-04-2025
Noah Moore,CUST_0407,BGT_SKU_096,5,WH-BLR,5344.25,1068.85,5,14-04-2025
Eve Jones,CUST_0298,BGT_SKU_082,5,WH-BLR,16429.8,3285.96,5,14-04-2025
Alice Martin,CUST_0140,BGT_SKU_070,5,WH-BLR,4409.3,881.86,5,14-04-2025
Grace Johnson,CUST_0088,BGT_SKU_080,2,WH-BLR,1000.04,500.02,2,14-04-2025
Grace Miller,CUST_0334,BGT_SKU_010,2,WH-BLR,5408.34,2704.17,2,14-04-2025
Alice Gonzalez,CUST_0138,BGT_SKU_056,5,WH-BLR,8955.75,1791.15,5,14-04-2025
Kelly Wilson,CUST_0109,BGT_SKU_046,5,WH-GGN,2581.3,516.26,5,14-04-2025
Frank Wilson,CUST_0450,BGT_SKU_043,5,WH-GGN,16181.9,3236.38,5,14-04-2025
Liam Hernandez,CUST_0203,BGT_SKU_096,4,WH-MUM,4275.4,1068.85,4,14-04-2025
Bob Jones,CUST_0452,BGT_SKU_019,4,WH-MUM,6641.96,1660.49,4,14-04-2025
Alice Moore,CUST_0410,BGT_SKU_068,1,WH-GGN,350.74,350.74,1,14-04-2025
Zoe Hernandez,CUST_0180,BGT_SKU_047,4,WH-KOL,12478.44,3119.61,4,14-04-2025
Zoe Lopez,CUST_0304,BGT_SKU_060,1,WH-KOL,1467.04,1467.04,1,14-04-2025
Liam Miller,CUST_0134,BGT_SKU_078,5,WH-KOL,7069.15,1413.83,5,14-04-2025
Wendy Wright,CUST_0483,BGT_SKU_037,4,WH-KOL,4715.52,1178.88,4,14-04-2025
Grace Martin,CUST_0391,BGT_SKU_037,5,WH-GGN,5894.4,1178.88,5,14-04-2025
Charlie Thompson,CUST_0419,BGT_SKU_007,4,WH-GGN,5994.76,1498.69,4,14-04-2025
Ivan Thomas,CUST_0166,BGT_SKU_041,4,WH-KOL,6150.44,1537.61,4,14-04-2025
Bob Jones,CUST_0452,BGT_SKU_068,3,WH-BLR,1052.22,350.74,3,14-04-2025
Rachel Jones,CUST_0478,BGT_SKU_016,5,WH-GGN,12280.35,2456.07,5,14-04-2025
Eve Miller,CUST_0385,BGT_SKU_008,1,WH-MUM,1674.11,1674.11,1,14-04-2025
Judy Brown,CUST_0313,BGT_SKU_095,2,WH-BLR,4454.58,2227.29,2,14-04-2025
Sam Martinez,CUST_0217,BGT_SKU_007,1,WH-BLR,1498.69,1498.69,1,14-04-2025
Bob Rodriguez,CUST_0091,BGT_SKU_055,4,WH-MUM,11429.8,2857.45,4,14-04-2025
Peter Wilson,CUST_0224,BGT_SKU_068,1,WH-KOL,350.74,350.74,1,14-04-2025
Kelly Moore,CUST_0198,BGT_SKU_062,1,WH-BLR,531,531,1,14-04-2025
Peter Hernandez,CUST_0011,BGT_SKU_081,5,WH-MUM,10560,2112,5,14-04-2025
Bob Anderson,CUST_0395,BGT_SKU_074,4,WH-MUM,13641.92,3410.48,4,14-04-2025
David Thomas,CUST_0414,BGT_SKU_037,3,WH-GGN,3536.64,1178.88,3,14-04-2025
Victor Lopez,CUST_0195,BGT_SKU_041,4,WH-KOL,6150.44,1537.61,4,14-04-2025
Uma Jackson,CUST_0257,BGT_SKU_044,4,WH-BLR,5095,1273.75,4,14-04-2025
Eve Martin,CUST_0317,BGT_SKU_022,1,WH-KOL,3108.49,3108.49,1,14-04-2025
Peter Hernandez,CUST_0011,BGT_SKU_024,2,WH-GGN,4472.98,2236.49,2,14-04-2025
Uma Thomas,CUST_0413,BGT_SKU_074,3,WH-KOL,10231.44,3410.48,3,14-04-2025
Bob Jones,CUST_0452,BGT_SKU_013,2,WH-BLR,4623.84,2311.92,2,14-04-2025
Alice Brown,CUST_0107,BGT_SKU_050,2,WH-BLR,5371.7,2685.85,2,14-04-2025
Ivan King,CUST_0145,BGT_SKU_068,1,WH-BLR,350.74,350.74,1,14-04-2025
Uma Hernandez,CUST_0481,BGT_SKU_061,5,WH-KOL,14509.85,2901.97,5,15-04-2025
David Martin,CUST_0129,BGT_SKU_035,2,WH-BLR,2788.52,1394.26,2,15-04-2025
Alice Gonzalez,CUST_0138,BGT_SKU_053,4,WH-BLR,6017.28,1504.32,4,15-04-2025
Yara Wilson,CUST_0034,BGT_SKU_064,5,WH-MUM,8180.45,1636.09,5,15-04-2025
Alice Gonzalez,CUST_0138,BGT_SKU_032,2,WH-KOL,6594.18,3297.09,2,15-04-2025
Zoe Lopez,CUST_0242,BGT_SKU_058,1,WH-KOL,1031.55,1031.55,1,15-04-2025
Quinn Martin,CUST_0397,BGT_SKU_045,2,WH-BLR,2523.28,1261.64,2,15-04-2025
Zoe Lopez,CUST_0242,BGT_SKU_019,1,WH-MUM,1660.49,1660.49,1,15-04-2025
Xavier Anderson,CUST_0499,BGT_SKU_031,3,WH-MUM,1576.77,525.59,3,15-04-2025
Bob Lopez,CUST_0216,BGT_SKU_024,3,WH-KOL,6709.47,2236.49,3,15-04-2025
Zoe Hernandez,CUST_0180,BGT_SKU_018,1,WH-KOL,510.01,510.01,1,15-04-2025
Liam Wright,CUST_0409,BGT_SKU_081,3,WH-GGN,6336,2112,3,15-04-2025
Tina Miller,CUST_0462,BGT_SKU_043,2,WH-KOL,6472.76,3236.38,2,15-04-2025
David King,CUST_0045,BGT_SKU_070,1,WH-MUM,881.86,881.86,1,15-04-2025
Kelly Moore,CUST_0198,BGT_SKU_081,2,WH-MUM,4224,2112,2,15-04-2025
Victor Martinez,CUST_0153,BGT_SKU_069,5,WH-GGN,16906.85,3381.37,5,15-04-2025
Liam Brown,CUST_0030,BGT_SKU_082,2,WH-MUM,6571.92,3285.96,2,15-04-2025
Wendy White,CUST_0475,BGT_SKU_010,4,WH-BLR,10816.68,2704.17,4,15-04-2025
Wendy Hernandez,CUST_0411,BGT_SKU_048,3,WH-GGN,5395.77,1798.59,3,15-04-2025
Rachel Smith,CUST_0326,BGT_SKU_098,4,WH-KOL,9707.12,2426.78,4,15-04-2025
Noah Johnson,CUST_0252,BGT_SKU_040,5,WH-GGN,12933.75,2586.75,5,15-04-2025
Wendy Hernandez,CUST_0128,BGT_SKU_095,4,WH-BLR,8909.16,2227.29,4,15-04-2025
Wendy Anderson,CUST_0189,BGT_SKU_079,1,WH-MUM,330.78,330.78,1,15-04-2025
Kelly Thomas,CUST_0436,BGT_SKU_047,3,WH-KOL,9358.83,3119.61,3,15-04-2025
Noah Martinez,CUST_0060,BGT_SKU_093,5,WH-GGN,16983.85,3396.77,5,15-04-2025
Judy Martinez,CUST_0013,BGT_SKU_093,3,WH-MUM,10190.31,3396.77,3,15-04-2025
Zoe Thompson,CUST_0106,BGT_SKU_004,3,WH-KOL,3877.98,1292.66,3,15-04-2025
Quinn Martin,CUST_0113,BGT_SKU_066,4,WH-BLR,6640.68,1660.17,4,15-04-2025
Mia Hernandez,CUST_0290,BGT_SKU_010,3,WH-MUM,8112.51,2704.17,3,15-04-2025
Frank Thompson,CUST_0438,BGT_SKU_082,3,WH-BLR,9857.88,3285.96,3,15-04-2025
Quinn Johnson,CUST_0050,BGT_SKU_075,3,WH-GGN,9763.65,3254.55,3,15-04-2025
Sam Garcia,CUST_0300,BGT_SKU_043,2,WH-KOL,6472.76,3236.38,2,15-04-2025
Liam Thompson,CUST_0399,BGT_SKU_070,1,WH-MUM,881.86,881.86,1,15-04-2025
Wendy Gonzalez,CUST_0027,BGT_SKU_088,3,WH-BLR,8452.08,2817.36,3,15-04-2025
Zoe Brown,CUST_0405,BGT_SKU_083,2,WH-BLR,6710.38,3355.19,2,15-04-2025
Ivan White,CUST_0316,BGT_SKU_020,1,WH-BLR,2295.66,2295.66,1,15-04-2025
Yara Williams,CUST_0327,BGT_SKU_096,5,WH-MUM,5344.25,1068.85,5,15-04-2025
David Johnson,CUST_0484,BGT_SKU_013,4,WH-MUM,9247.68,2311.92,4,15-04-2025
Peter Gonzalez,CUST_0496,BGT_SKU_014,1,WH-GGN,2718.52,2718.52,1,15-04-2025
Alice King,CUST_0354,BGT_SKU_005,2,WH-GGN,4548.74,2274.37,2,15-04-2025
Heidi Gonzalez,CUST_0373,BGT_SKU_029,4,WH-GGN,5037.44,1259.36,4,15-04-2025
Frank Allen,CUST_0447,BGT_SKU_036,1,WH-BLR,2095.94,2095.94,1,15-04-2025
Zoe Lopez,CUST_0242,BGT_SKU_059,5,WH-MUM,13752.6,2750.52,5,15-04-2025
Olivia Gonzalez,CUST_0066,BGT_SKU_023,3,WH-BLR,4235.1,1411.7,3,15-04-2025
Kelly King,CUST_0226,BGT_SKU_088,4,WH-BLR,11269.44,2817.36,4,15-04-2025
Grace Martin,CUST_0193,BGT_SKU_096,3,WH-MUM,3206.55,1068.85,3,15-04-2025
Peter Hernandez,CUST_0011,BGT_SKU_010,3,WH-GGN,8112.51,2704.17,3,15-04-2025
Liam Thompson,CUST_0394,BGT_SKU_021,3,WH-BLR,7629.57,2543.19,3,15-04-2025
Grace Johnson,CUST_0088,BGT_SKU_025,1,WH-BLR,2746.81,2746.81,1,15-04-2025
David Moore,CUST_0210,BGT_SKU_022,2,WH-BLR,6216.98,3108.49,2,15-04-2025
Frank Lopez,CUST_0096,BGT_SKU_011,1,WH-KOL,1919.63,1919.63,1,15-04-2025
Quinn Williams,CUST_0175,BGT_SKU_089,5,WH-BLR,10109.3,2021.86,5,15-04-2025
Liam Hernandez,CUST_0203,BGT_SKU_030,5,WH-KOL,17450.1,3490.02,5,15-04-2025
Grace Smith,CUST_0459,BGT_SKU_094,1,WH-BLR,1479.79,1479.79,1,15-04-2025
Bob Moore,CUST_0136,BGT_SKU_008,2,WH-BLR,3348.22,1674.11,2,15-04-2025
Charlie Williams,CUST_0014,BGT_SKU_011,5,WH-BLR,9598.15,1919.63,5,15-04-2025
Quinn Johnson,CUST_0050,BGT_SKU_045,3,WH-KOL,3784.92,1261.64,3,15-04-2025
Uma Rodriguez,CUST_0003,BGT_SKU_019,1,WH-BLR,1660.49,1660.49,1,15-04-2025
Tina Jones,CUST_0075,BGT_SKU_048,3,WH-KOL,5395.77,1798.59,3,15-04-2025
Charlie Garcia,CUST_0453,BGT_SKU_010,3,WH-KOL,8112.51,2704.17,3,15-04-2025
David King,CUST_0042,BGT_SKU_080,4,WH-GGN,2000.08,500.02,4,15-04-2025
Quinn Garcia,CUST_0428,BGT_SKU_067,1,WH-GGN,1526.06,1526.06,1,15-04-2025
Bob Garcia,CUST_0188,BGT_SKU_005,3,WH-BLR,6823.11,2274.37,3,15-04-2025
David Anderson,CUST_0057,BGT_SKU_001,5,WH-MUM,9064.7,1812.94,5,15-04-2025
Bob Rodriguez,CUST_0091,BGT_SKU_084,5,WH-KOL,3424.1,684.82,5,15-04-2025
Wendy Wilson,CUST_0071,BGT_SKU_027,2,WH-GGN,3020.78,1510.39,2,15-04-2025
Rachel Smith,CUST_0326,BGT_SKU_085,5,WH-KOL,1862.35,372.47,5,15-04-2025
Kelly Thomas,CUST_0436,BGT_SKU_009,2,WH-BLR,2117.18,1058.59,2,15-04-2025
Wendy Wilson,CUST_0071,BGT_SKU_100,5,WH-BLR,8385.65,1677.13,5,15-04-2025
Rachel Smith,CUST_0326,BGT_SKU_075,3,WH-BLR,9763.65,3254.55,3,15-04-2025
Sam Rodriguez,CUST_0360,BGT_SKU_047,1,WH-GGN,3119.61,3119.61,1,15-04-2025
David Jackson,CUST_0284,BGT_SKU_052,3,WH-BLR,7416.27,2472.09,3,15-04-2025
Heidi King,CUST_0143,BGT_SKU_085,1,WH-MUM,372.47,372.47,1,15-04-2025
Mia Hernandez,CUST_0293,BGT_SKU_028,4,WH-KOL,3021.64,755.41,4,15-04-2025
Uma Jones,CUST_0067,BGT_SKU_021,5,WH-KOL,12715.95,2543.19,5,15-04-2025
Zoe Hernandez,CUST_0180,BGT_SKU_079,4,WH-GGN,1323.12,330.78,4,15-04-2025
Xavier Anderson,CUST_0499,BGT_SKU_060,2,WH-KOL,2934.08,1467.04,2,15-04-2025
Uma Jones,CUST_0015,BGT_SKU_004,5,WH-BLR,6463.3,1292.66,5,15-04-2025
Mia Johnson,CUST_0054,BGT_SKU_059,2,WH-KOL,5501.04,2750.52,2,15-04-2025
Sam King,CUST_0269,BGT_SKU_045,4,WH-BLR,5046.56,1261.64,4,15-04-2025
Uma Jackson,CUST_0192,BGT_SKU_078,1,WH-MUM,1413.83,1413.83,1,15-04-2025
Uma Thomas,CUST_0413,BGT_SKU_083,5,WH-KOL,16775.95,3355.19,5,15-04-2025
Bob Rodriguez,CUST_0091,BGT_SKU_078,2,WH-BLR,2827.66,1413.83,2,15-04-2025
Heidi Young,CUST_0281,BGT_SKU_019,4,WH-GGN,6641.96,1660.49,4,15-04-2025
Eve Thompson,CUST_0388,BGT_SKU_020,4,WH-GGN,9182.64,2295.66,4,15-04-2025
David Wilson,CUST_0370,BGT_SKU_082,4,WH-GGN,13143.84,3285.96,4,15-04-2025
Peter White,CUST_0046,BGT_SKU_027,3,WH-BLR,4531.17,1510.39,3,15-04-2025
Tina Williams,CUST_0278,BGT_SKU_097,2,WH-GGN,6444.22,3222.11,2,15-04-2025
Frank Gonzalez,CUST_0236,BGT_SKU_004,2,WH-GGN,2585.32,1292.66,2,15-04-2025
Rachel Allen,CUST_0328,BGT_SKU_065,5,WH-KOL,10820.5,2164.1,5,15-04-2025
Yara White,CUST_0233,BGT_SKU_006,3,WH-KOL,3423.15,1141.05,3,15-04-2025
Wendy Miller,CUST_0396,BGT_SKU_017,1,WH-GGN,2464.58,2464.58,1,15-04-2025
Yara King,CUST_0119,BGT_SKU_006,3,WH-GGN,3423.15,1141.05,3,15-04-2025
Quinn Johnson,CUST_0380,BGT_SKU_059,3,WH-GGN,8251.56,2750.52,3,15-04-2025
Yara Williams,CUST_0464,BGT_SKU_056,1,WH-MUM,1791.15,1791.15,1,15-04-2025
Victor Jones,CUST_0017,BGT_SKU_097,2,WH-BLR,6444.22,3222.11,2,15-04-2025
Uma Young,CUST_0009,BGT_SKU_080,5,WH-MUM,2500.1,500.02,5,15-04-2025
Alice Jackson,CUST_0133,BGT_SKU_062,4,WH-KOL,2124,531,4,15-04-2025
Xavier Gonzalez,CUST_0200,BGT_SKU_100,1,WH-MUM,1677.13,1677.13,1,15-04-2025
Sam Smith,CUST_0028,BGT_SKU_068,5,WH-BLR,1753.7,350.74,5,15-04-2025
Bob Anderson,CUST_0395,BGT_SKU_059,3,WH-BLR,8251.56,2750.52,3,15-04-2025
Quinn Allen,CUST_0368,BGT_SKU_033,4,WH-GGN,3453.92,863.48,4,15-04-2025
Noah Thomas,CUST_0004,BGT_SKU_081,3,WH-BLR,6336,2112,3,15-04-2025
Zoe Hernandez,CUST_0180,BGT_SKU_010,4,WH-MUM,10816.68,2704.17,4,15-04-2025
Peter Thomas,CUST_0485,BGT_SKU_093,5,WH-KOL,16983.85,3396.77,5,15-04-2025
Sam Garcia,CUST_0241,BGT_SKU_002,1,WH-KOL,955.3,955.3,1,15-04-2025
Noah Wilson,CUST_0012,BGT_SKU_038,5,WH-GGN,6152.3,1230.46,5,15-04-2025
Yara Moore,CUST_0470,BGT_SKU_085,1,WH-BLR,372.47,372.47,1,15-04-2025
Victor Williams,CUST_0279,BGT_SKU_074,4,WH-GGN,13641.92,3410.48,4,15-04-2025
Alice Hernandez,CUST_0085,BGT_SKU_044,1,WH-KOL,1273.75,1273.75,1,15-04-2025
Uma King,CUST_0465,BGT_SKU_096,2,WH-MUM,2137.7,1068.85,2,15-04-2025
Judy Williams,CUST_0144,BGT_SKU_023,4,WH-MUM,5646.8,1411.7,4,15-04-2025
David Thompson,CUST_0041,BGT_SKU_079,3,WH-KOL,992.34,330.78,3,15-04-2025
Eve Anderson,CUST_0160,BGT_SKU_010,4,WH-BLR,10816.68,2704.17,4,15-04-2025
Frank Jackson,CUST_0149,BGT_SKU_044,2,WH-KOL,2547.5,1273.75,2,15-04-2025
Eve Lopez,CUST_0382,BGT_SKU_046,1,WH-BLR,516.26,516.26,1,15-04-2025
Yara White,CUST_0048,BGT_SKU_055,5,WH-BLR,14287.25,2857.45,5,15-04-2025
Peter Thomas,CUST_0485,BGT_SKU_033,4,WH-KOL,3453.92,863.48,4,15-04-2025
Eve Jackson,CUST_0314,BGT_SKU_060,2,WH-MUM,2934.08,1467.04,2,15-04-2025
Liam Miller,CUST_0134,BGT_SKU_098,3,WH-BLR,7280.34,2426.78,3,15-04-2025
Grace Martin,CUST_0193,BGT_SKU_064,1,WH-KOL,1636.09,1636.09,1,15-04-2025
Rachel Lopez,CUST_0098,BGT_SKU_039,2,WH-MUM,1677.38,838.69,2,15-04-2025
Grace Anderson,CUST_0259,BGT_SKU_023,5,WH-BLR,7058.5,1411.7,5,15-04-2025
Bob Martinez,CUST_0472,BGT_SKU_036,5,WH-GGN,10479.7,2095.94,5,15-04-2025
Heidi Miller,CUST_0287,BGT_SKU_031,1,WH-BLR,525.59,525.59,1,15-04-2025
Judy Williams,CUST_0247,BGT_SKU_095,2,WH-KOL,4454.58,2227.29,2,15-04-2025
Victor Young,CUST_0280,BGT_SKU_023,1,WH-BLR,1411.7,1411.7,1,15-04-2025
Alice Miller,CUST_0116,BGT_SKU_089,2,WH-GGN,4043.72,2021.86,2,15-04-2025
Charlie Brown,CUST_0092,BGT_SKU_079,3,WH-BLR,992.34,330.78,3,15-04-2025
Uma Thomas,CUST_0413,BGT_SKU_083,2,WH-BLR,6710.38,3355.19,2,15-04-2025
Uma Martin,CUST_0445,BGT_SKU_093,1,WH-MUM,3396.77,3396.77,1,15-04-2025
Alice Jackson,CUST_0035,BGT_SKU_068,2,WH-KOL,701.48,350.74,2,15-04-2025
David Wilson,CUST_0439,BGT_SKU_002,3,WH-MUM,2865.9,955.3,3,15-04-2025
Wendy Miller,CUST_0396,BGT_SKU_003,3,WH-GGN,5065.08,1688.36,3,15-04-2025
Quinn Martin,CUST_0113,BGT_SKU_068,5,WH-GGN,1753.7,350.74,5,15-04-2025
Heidi Thomas,CUST_0161,BGT_SKU_083,2,WH-MUM,6710.38,3355.19,2,15-04-2025
Wendy Anderson,CUST_0051,BGT_SKU_013,4,WH-GGN,9247.68,2311.92,4,15-04-2025
Alice King,CUST_0354,BGT_SKU_053,2,WH-GGN,3008.64,1504.32,2,16-04-2025
